val_tag;viscosity;file;width;height;perimeter;area;centroid_x;centroid_y;svg_viewBox_x;svg_viewBox_y;svg_viewBox_w;svg_viewBox_h;svg_width_attr;svg_height_attr;svg_width_mm;svg_height_mm;mm_per_user_unit;geom_bbox_xmin;geom_bbox_ymin;geom_bbox_xmax;geom_bbox_ymax;geom_width;geom_height;margin_left;margin_right;margin_top;margin_bottom;margin_left_pct_of_max;margin_right_pct_of_max;margin_top_pct_of_max;margin_bottom_pct_of_max;rep
val-0p200;0,2;slice_linked_val-0p200_rep-1.svg;12,064052208688588;3,783623489097917;44,07217345550808;0,0010707650440053;-0,3792221008759071;-2,2260522681102355;-6,85382;-4,38815;13,2772;4,99166;;;;;;-6,2472559353510375;-3,784106537093135;5,816796273337549;-0,0004830479952179;12,064052208688588;3,783623489097917;0,6065640646489623;0,6065837266624516;0,6040434629068656;0,603993047995218;5,027863392468677;5,028026372644402;5,006969900808541;5,006552007129241;1,0
val-0p200;0,2;slice_linked_val-0p200_rep-2.svg;11,978232184756234;3,872367569807011;44,331373218227;0,001936816863818;-0,3792221008759092;-2,2260522681102324;-6,84275;-4,37647;13,1818;4,97564;;;;;;-6,2422582304369385;-3,776285124542304;5,738245582387312;-0,0001744401863365;11,98050381282425;3,776110684355968;0,6004917695630612;0,6008044176126894;0,6001848754576962;0,5993444401863365;5,012241379367358;5,014851019617159;5,009679766682619;5,002664742235483;2,0
val-0p200;0,2;slice_linked_val-0p200_rep-3.svg;11,961947247505584;4,613800035782663;40,8526276091033;0,0016755477252132;-0,3792221008759076;-2,226052268110236;-6,8187;-4,36044;13,205;4,96067;;;;;;-6,214490591151908;-3,7591088334321663;5,785827665402775;-0,0008525985209719;12,000318256554683;3,7582562349111934;0,6042094088480914;0,6004723345972254;0,6013311665678334;0,6010825985209727;5,0349448733833935;5,003803413873976;5,010960157155672;5,008888811700105;3,0
val-0p200;0,2;slice_linked_val-0p200_rep-4.svg;11,969119432360502;3,846745330351879;42,201847543404895;0,0008114196731483;-0,3792221008759062;-2,2260522681102337;-6,85262;-4,3701;13,1732;4,96889;;;;;;-6,251067398152548;-3,771168111856466;5,720244106750031;-0,0002753078052903;11,97131150490258;3,770892804051176;0,6015526018474517;0,6003358932499685;0,5989318881435337;0,5990653078052905;5,024951540197575;5,014788003838297;5,003059922868557;5,004174417815098;4,0
val-0p200;0,2;slice_linked_val-0p200_rep-5.svg;11,906346996454689;3,833035118405155;42,74503049261551;0,0009442213580186;-0,3792221008759065;-2,2260522681102337;-6,80375;-4,35218;13,1052;4,94787;;;;;;-6,206254177021247;-3,755974491192948;5,702287797757152;-0,0020751770585298;11,908541974778398;3,753899314134418;0,597495822978753;0,599162202242848;0,5962055088070519;0,5977651770585302;5,017371767628771;5,03136491026222;5,006536569042463;5,019633623701056;5,0
val-0p400;0,4;slice_linked_val-0p400_rep-1.svg;10,52893190836897;3,675102349116901;48,87106972971661;0,000103277500532;-0,2035773791157154;-1,751888214292082;-6,00218;-4,20504;11,5905;4,73188;;;;;;-5,472163776616579;-3,677365567963408;5,05676813175239;-0,0022632188465067;10,52893190836897;3,675102349116901;0,5300162233834209;0,5315518682476101;0,5276744320365925;0,5291032188465067;5,033903039700875;5,048488041081392;5,011661549612341;5,0252316517114775;1,0
val-0p400;0,4;slice_linked_val-0p400_rep-2.svg;9,06054682542447;7,086711122111049;48,09391005922026;0,0024524715103169;-0,2035773791157157;-1,7518882142920795;-5,89298;-4,22345;11,3715;4,74034;;;;;;-5,371086022423492;-3,706042471114725;4,959071612517545;-0,0014216852709842;10,330157634941038;3,704620785843741;0,5218939775765072;0,5194483874824547;0,5174075288852746;0,5183116852709844;5,052139531842546;5,028465255219889;5,008708939108342;5,017461529510752;2,0
val-0p400;0,4;slice_linked_val-0p400_rep-3.svg;10,54338801100505;3,8138193154630615;47,859100260597664;0,0009172838252275;-0,2035773791157159;-1,7518882142920802;-5,98348;-4,20979;11,5906;4,73663;;;;;;-5,454235449145727;-3,682780099371214;5,079497031221366;-0,0014579345942388;10,533732480367092;3,681322164776976;0,5292445508542727;0,5276229687786342;0,5270099006287858;0,5282979345942389;5,024283195350609;5,008889012152385;5,003068965450126;5,015296672655087;3,0
val-0p400;0,4;slice_linked_val-0p400_rep-4.svg;8,236829241308872;8,368794845663565;49,30131657606788;67,84761534938812;-0,2035773791157162;-1,751888214292082;-5,94124;-4,27537;11,4469;4,78159;;;;;;-5,420536857547667;-3,754459041787777;4,983968716893314;-0,0145605507907379;10,404505574440982;3,739898490997039;0,5207031424523327;0,5216912831066853;0,5209109582122227;0,5207805507907379;5,00459285380612;5,014090091779445;5,006590216952336;5,005336842435385;4,0
val-0p400;0,4;slice_linked_val-0p400_rep-5.svg;8,276358140785158;8,349839700059995;49,507124684819786;67,78906430503284;-0,2035773791157159;-1,7518882142920835;-6,02134;-4,32497;11,5935;4,85077;;;;;;-5,492761720580114;-3,797594426171367;5,042887109939712;-0,0018267896254442;10,535648830519824;3,7957676365459223;0,5285782794198868;0,5292728900602883;0,5273755738286332;0,5276267896254436;5,0170453469243705;5,023638302437365;5,005629765306184;5,008014201242228;5,0
val-0p600;0,6;slice_linked_val-0p600_rep-1.svg;9,39442001258525;3,631012081125544;45,050097899885344;59,14387943135058;-0,2402153971631023;-1,699093654304757;-5,44959;-4,10735;10,3377;4,57176;;;;;;-4,97667626089676;-3,636609211135852;4,417743751688491;-0,0055971300103082;9,39442001258525;3,631012081125544;0,4729137391032401;0,4703662483115094;0,4707407888641484;0,4700071300103082;5,033985477226912;5,006868414243589;5,010855254858945;5,003045737583187;1,0
val-0p600;0,6;slice_linked_val-0p600_rep-2.svg;9,377806782849056;3,6478438714108;44,792168148843935;58,669153524080215;-0,2402153971631022;-1,6990936543047566;-5,45477;-4,11237;10,3241;4,55974;;;;;;-4,977966528003749;-3,6428691473190153;4,399158120638616;-0,0222987170606184;9,377124648642363;3,6205704302583968;0,4768034719962513;0,4701718793613834;0,4695008526809849;0,4696687170606178;5,084751348221479;5,01403038755015;5,006874391383504;5,0086645390665385;2,0
val-0p600;0,6;slice_linked_val-0p600_rep-3.svg;9,386789753917814;3,686828990150388;44,83225310891549;58,61864637611664;-0,2402153971631032;-1,699093654304756;-5,42451;-4,18671;10,3311;4,62796;;;;;;-4,950911113072227;-3,715938618686756;4,435901625011577;-0,028381979599596;9,386812738083805;3,68755663908716;0,4735988869277729;0,4706883749884225;0,4707713813132441;0,4696319795995962;5,045364173574129;5,014357781728875;5,015242068303431;5,00310374462062;3,0
val-0p600;0,6;slice_linked_val-0p600_rep-4.svg;3,6932084618301166;9,349156987307389;43,24987246505587;0,0003004762609197;-0,2402153971631026;-1,6990936543047583;-5,41035;-4,16803;10,2957;4,63601;;;;;;-4,935316324411997;-3,698786923181693;4,415055945336594;-0,0006710314045479;9,35037226974859;3,6981158917771455;0,4750336755880031;0,4702940546634062;0,4692430768183064;0,4686510314045478;5,080371795729324;5,029682681030318;5,018442723788187;5,012110939377056;4,0
val-0p600;0,6;slice_linked_val-0p600_rep-5.svg;9,45566669836111;3,599012910408846;45,15597684592458;59,17520113551227;-0,2402153971631027;-1,6990936543047597;-5,51441;-4,10298;10,4028;4,54947;;;;;;-5,040397211636693;-3,628320392031729;4,415244205343878;-0,0264942774046016;9,455641416980573;3,6018261146271278;0,4740127883633072;0,473145794656121;0,4746596079682708;0,4729842774046023;5,013015695710166;5,0038466328306335;5,0198562639639706;5,002138475293815;5,0
val-0p800;0,8;slice_linked_val-0p800_rep-1.svg;9,895874099144187;3,6818079086930657;47,34490455245333;64,19824007819142;-0,3330012445096604;-1,7423385057887768;-5,77752;-4,2061;10,8897;4,67213;;;;;;-5,279443282751091;-3,710840929993058;4,616430816393096;-0,0290330212999926;9,895874099144187;3,6818079086930657;0,4980767172489093;0,4957491836069039;0,4952590700069419;0,4950630212999926;5,033175566491735;5,009655323421881;5,004702616919639;5,002721501305342;1,0
val-0p800;0,8;slice_linked_val-0p800_rep-2.svg;10,055279799741449;3,759687036379972;47,6911307460195;64,74769750294378;-0,3330012445096608;-1,742338505788777;-5,84315;-4,2963;11,0668;4,77732;;;;;;-5,337231182278005;-3,7893899080642353;4,718977332987717;-0,022141798429601;10,056208515265723;3,767248109634634;0,5059188177219944;0,5046726670122839;0,5069100919357643;0,5031617984296011;5,0309101780655165;5,018518323741704;5,04076751358382;5,003494086919355;2,0
val-0p800;0,8;slice_linked_val-0p800_rep-3.svg;10,040330844815577;3,7343059837341945;47,79658237759429;65,20595465598399;-0,3330012445096598;-1,742338505788778;-5,85104;-4,24466;11,0514;4,73928;;;;;;-5,346243759197378;-3,7421082087386153;4,694094035615796;-0,0080765555557488;10,040337794813174;3,7340316531828655;0,5047962408026221;0,5062659643842027;0,5025517912613844;0,5026965555557492;5,027681848148568;5,04232003673959;5,0053275251456375;5,006769352077393;3,0
val-0p800;0,8;slice_linked_val-0p800_rep-4.svg;9,93826576486629;3,8633969911661383;47,59496830604414;64,88700952061342;-0,3330012445096608;-1,7423385057887772;-5,82327;-4,39051;10,9388;4,86995;;;;;;-5,322823711286855;-3,8896067898815456;4,617118931971592;-0,0186902440009196;9,939942643258448;3,870916545880626;0,5004462887131451;0,4984110680284086;0,5009032101184543;0,4981302440009199;5,034699964315811;5,014224788977482;5,039296785662854;5,011399581251769;4,0
